From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2022-04-23 08:00:00,2022-04-23 09:00:00,13.0,77.0,5.25,14.22,11.85,7.4,5.88,0.76,9.8,0.17,0.82,29.95,70.0,0.3,80.0,304.25,,-0.1,0.15,0.0,25.73
2022-04-23 09:00:00,2022-04-23 10:00:00,9.75,45.5,6.62,15.85,13.82,7.85,6.28,0.8,12.0,0.5,1.55,29.9,62.75,0.3,101.33,433.75,,-0.1,0.28,0.0,27.57
2022-04-23 10:00:00,2022-04-23 11:00:00,10.0,44.25,6.78,17.0,14.55,9.73,5.8,0.78,15.58,0.43,1.6,31.15,58.75,0.3,92.75,474.25,,-0.1,0.27,0.0,28.3
2022-04-23 11:00:00,2022-04-23 12:00:00,12.75,52.0,9.35,21.0,18.8,10.0,5.85,0.85,15.32,0.45,1.32,31.45,57.25,0.3,84.33,462.5,,-0.1,0.22,0.0,28.38
2022-04-23 12:00:00,2022-04-23 13:00:00,13.25,45.75,10.07,26.8,22.47,7.3,6.08,0.85,19.78,0.6,1.38,31.42,54.0,0.3,141.0,569.5,,-0.1,0.2,0.0,28.93
2022-04-23 13:00:00,2022-04-23 14:00:00,14.5,44.5,6.82,23.65,18.1,7.65,6.55,0.8,25.73,0.62,1.2,31.68,52.25,0.3,55.5,330.25,,-0.1,0.22,0.0,29.18
2022-04-23 14:00:00,2022-04-23 15:00:00,8.75,43.25,5.92,22.98,17.05,7.62,6.7,0.79,28.07,0.38,0.53,30.98,55.25,0.3,62.0,117.25,,-0.1,0.1,0.0,28.65
2022-04-23 15:00:00,2022-04-23 16:00:00,13.25,41.75,5.27,21.05,15.47,7.83,6.85,0.77,29.2,0.25,0.43,30.52,56.0,0.3,77.75,90.25,,-0.1,0.1,0.0,28.35
2022-04-23 16:00:00,2022-04-23 17:00:00,13.5,42.75,4.95,23.22,16.4,7.6,6.2,0.82,28.88,0.25,0.42,30.43,57.75,0.3,56.75,51.0,,-0.1,0.1,0.0,27.93
2022-04-23 17:00:00,2022-04-23 18:00:00,21.75,63.0,6.25,27.85,19.9,7.4,6.7,0.84,26.62,0.2,0.53,30.32,60.0,0.3,85.75,36.0,,-0.1,0.1,0.0,27.23
2022-04-23 18:00:00,2022-04-23 19:00:00,27.75,61.0,7.35,30.1,22.0,8.12,8.65,1.14,24.88,0.25,0.65,30.3,74.5,0.3,238.75,20.0,,-0.1,0.12,0.0,25.88
2022-04-23 19:00:00,2022-04-23 20:00:00,39.75,80.75,15.95,41.5,35.08,8.35,9.95,1.22,16.07,0.53,1.2,30.2,78.25,0.3,246.75,17.75,,-0.1,0.2,0.0,25.18
2022-04-23 20:00:00,2022-04-23 21:00:00,37.5,72.5,13.97,37.55,31.3,7.35,9.67,1.11,11.25,0.65,1.6,30.2,79.75,0.3,56.0,16.75,,-0.1,0.2,0.0,24.45
2022-04-23 21:00:00,2022-04-23 22:00:00,21.75,56.25,9.18,28.15,22.42,7.57,6.83,0.94,10.07,0.6,1.98,30.05,77.0,0.3,40.0,18.25,,-0.1,0.27,0.0,24.15
2022-04-23 22:00:00,2022-04-23 23:00:00,14.5,45.5,12.2,24.67,23.0,6.95,5.95,0.96,6.72,0.6,1.92,29.95,76.0,0.3,105.75,18.75,,-0.1,0.3,0.0,23.95
2022-04-23 23:00:00,2022-04-24 00:00:00,12.75,36.5,15.6,20.1,23.4,7.35,5.53,0.87,5.55,0.5,1.62,30.07,77.5,0.3,89.5,18.75,,-0.1,0.25,0.0,23.62
2022-04-24 00:00:00,2022-04-24 01:00:00,11.0,29.5,12.58,17.2,19.38,6.8,5.15,0.62,6.25,0.4,1.17,30.07,79.0,0.3,106.67,18.25,,-0.1,0.2,0.0,23.25
2022-04-24 01:00:00,2022-04-24 02:00:00,7.25,21.5,7.12,12.33,12.32,7.22,5.12,0.63,7.18,0.43,0.95,30.07,82.25,0.3,,18.0,,-0.1,0.15,0.0,23.05
2022-04-24 02:00:00,2022-04-24 03:00:00,4.75,22.0,4.75,9.65,9.0,7.92,5.28,0.61,7.6,0.35,0.77,30.12,85.0,0.3,58.33,18.0,,-0.1,0.1,0.0,22.7
2022-04-24 03:00:00,2022-04-24 04:00:00,3.5,25.75,4.25,8.47,7.97,8.17,4.35,0.58,12.73,0.12,0.53,30.43,81.0,0.3,67.0,18.0,,-0.1,0.1,0.0,22.77
2022-04-24 04:00:00,2022-04-24 05:00:00,2.25,19.0,2.92,8.3,6.78,6.7,5.35,0.55,14.0,0.0,0.22,30.18,78.25,0.3,75.5,18.0,,-0.1,0.1,0.0,23.0
2022-04-24 05:00:00,2022-04-24 06:00:00,6.25,37.5,2.75,8.57,6.83,7.27,4.8,0.62,19.35,0.0,0.22,30.1,83.0,0.3,71.5,18.0,,-0.1,0.1,0.0,22.93
2022-04-24 06:00:00,2022-04-24 07:00:00,14.75,101.75,3.42,10.95,8.57,7.55,5.17,0.68,11.92,0.03,0.4,30.05,76.0,0.3,70.5,37.5,,-0.1,0.1,0.0,23.0
2022-04-24 07:00:00,2022-04-24 08:00:00,13.0,111.5,5.95,19.4,15.15,7.47,5.72,0.73,10.8,0.38,0.7,29.98,69.25,0.3,67.25,126.0,,-0.1,0.12,0.0,24.62
2022-04-24 08:00:00,2022-04-24 09:00:00,14.5,51.75,5.6,16.12,13.15,7.55,5.7,0.66,9.15,0.4,0.73,29.98,60.0,0.3,95.25,222.5,,-0.1,0.1,0.0,26.97
2022-04-24 09:00:00,2022-04-24 10:00:00,3.25,24.5,8.97,23.48,19.77,8.35,5.4,0.86,12.2,0.35,0.85,30.03,58.5,0.3,238.75,259.75,,-0.1,0.12,0.0,28.3
2022-04-24 10:00:00,2022-04-24 11:00:00,10.5,36.25,7.85,24.03,19.18,9.4,5.3,0.79,16.4,0.4,0.83,30.58,53.75,0.3,204.5,561.75,,-0.1,0.12,0.0,30.15
2022-04-24 11:00:00,2022-04-24 12:00:00,13.25,42.0,6.2,22.75,17.15,10.0,6.7,0.85,27.38,0.43,0.88,30.92,50.5,0.3,189.25,595.5,,-0.1,0.15,0.0,30.65
2022-04-24 12:00:00,2022-04-24 13:00:00,20.0,56.75,4.8,25.37,17.37,7.87,3.8,0.77,42.9,0.5,1.15,31.05,42.75,0.3,228.5,580.0,,-0.1,0.2,0.0,30.95
2022-04-24 13:00:00,2022-04-24 14:00:00,27.75,82.5,3.82,22.52,15.07,8.02,3.52,0.67,45.28,0.38,0.62,30.6,42.75,0.3,100.25,313.25,,-0.1,0.15,0.0,30.8
2022-04-24 14:00:00,2022-04-24 15:00:00,27.0,81.25,4.85,22.6,15.95,8.25,4.95,0.76,43.35,0.33,0.5,30.38,45.75,0.3,168.0,70.25,,-0.1,0.1,0.0,30.3
2022-04-24 15:00:00,2022-04-24 16:00:00,35.75,83.5,4.25,19.62,13.88,8.12,6.6,0.72,48.9,0.22,0.35,30.3,46.0,0.3,179.5,60.0,,-0.1,0.1,0.0,29.95
2022-04-24 16:00:00,2022-04-24 17:00:00,32.5,86.75,5.15,23.57,16.73,8.28,5.12,0.68,46.02,0.2,0.33,30.27,44.5,0.3,190.75,43.75,,-0.1,0.1,0.0,29.5
2022-04-24 17:00:00,2022-04-24 18:00:00,28.0,83.5,6.23,28.27,20.1,8.25,4.92,0.71,41.17,0.25,0.4,30.13,44.75,0.3,233.25,34.75,,-0.1,0.1,0.0,28.9
2022-04-24 18:00:00,2022-04-24 19:00:00,38.0,85.75,8.35,36.77,26.38,9.78,9.72,0.93,36.02,0.3,0.53,29.82,60.25,0.3,260.25,21.0,,-0.1,0.12,0.0,27.3
2022-04-24 19:00:00,2022-04-24 20:00:00,43.5,90.0,9.9,48.83,34.02,9.75,15.1,1.19,28.48,0.38,0.68,29.9,72.0,0.3,282.75,18.0,,-0.1,0.2,0.0,25.9
2022-04-24 20:00:00,2022-04-24 21:00:00,53.5,97.0,9.55,47.85,33.23,9.2,16.48,1.27,26.42,0.45,0.82,30.0,76.0,0.3,226.33,18.0,,-0.1,0.27,0.0,25.25
2022-04-24 21:00:00,2022-04-24 22:00:00,55.5,94.0,8.97,44.95,31.23,8.35,12.88,1.16,16.25,0.47,0.88,30.0,78.25,0.3,157.5,17.75,,-0.1,0.2,0.0,24.8
2022-04-24 22:00:00,2022-04-24 23:00:00,35.0,66.5,3.72,28.0,17.93,7.65,9.5,0.92,20.45,0.45,1.15,30.0,80.25,0.3,88.0,17.75,,-0.1,0.2,0.0,24.35
2022-04-24 23:00:00,2022-04-25 00:00:00,23.5,36.5,4.1,17.62,12.7,7.95,7.55,0.92,15.2,0.43,0.95,29.98,82.75,0.3,65.75,18.0,,-0.1,0.12,0.0,23.75
2022-04-25 00:00:00,2022-04-25 01:00:00,23.25,35.25,2.65,13.25,9.22,7.62,5.25,0.85,16.58,0.25,0.55,29.98,82.0,0.3,38.0,18.0,,-0.1,0.12,0.0,23.5
2022-04-25 01:00:00,2022-04-25 02:00:00,16.5,46.0,1.9,10.68,7.2,7.62,7.53,0.8,21.78,0.28,0.4,29.98,78.5,0.3,39.25,18.0,,-0.1,0.1,0.0,23.45
2022-04-25 02:00:00,2022-04-25 03:00:00,12.0,46.0,2.12,9.05,6.53,7.68,10.12,0.78,20.3,0.28,0.33,29.95,76.5,0.3,35.0,18.0,,-0.1,0.1,0.0,23.35
2022-04-25 03:00:00,2022-04-25 04:00:00,11.25,35.5,2.08,6.8,5.35,8.2,8.15,0.72,23.2,0.08,0.25,30.17,69.25,0.3,38.0,18.0,,-0.1,0.1,0.0,23.33
2022-04-25 04:00:00,2022-04-25 05:00:00,8.5,29.75,2.12,6.75,5.33,6.6,5.3,0.71,22.8,0.0,0.15,29.9,65.75,0.3,33.5,18.0,,-0.1,0.05,0.0,23.45
2022-04-25 05:00:00,2022-04-25 06:00:00,8.0,40.75,2.72,10.9,8.02,6.55,4.42,0.79,17.8,0.0,0.17,29.83,64.0,0.3,32.0,19.5,,-0.1,0.1,0.0,23.68
2022-04-25 06:00:00,2022-04-25 07:00:00,12.5,123.25,5.25,17.98,13.77,6.67,5.72,0.71,13.38,0.12,0.25,29.88,64.75,0.3,37.5,43.25,,-0.1,0.1,0.0,23.9
2022-04-25 07:00:00,2022-04-25 08:00:00,17.25,207.5,6.07,23.25,17.32,7.15,6.72,0.68,10.45,0.08,0.27,29.85,61.75,0.3,39.5,135.75,,-0.1,0.1,0.0,24.62
2022-04-25 08:00:00,2022-04-25 09:00:00,17.0,111.5,4.9,21.8,15.6,6.97,6.22,0.64,14.63,0.1,0.38,29.88,54.75,0.3,30.67,282.75,,-0.1,0.1,0.0,27.35
2022-04-25 09:00:00,2022-04-25 10:00:00,14.75,86.25,5.97,21.18,16.07,7.7,6.72,0.69,15.95,0.2,0.33,29.75,51.5,0.3,245.33,412.25,,-0.1,0.12,0.0,29.12
2022-04-25 10:00:00,2022-04-25 11:00:00,15.75,58.75,3.93,19.12,13.38,8.53,6.15,0.69,26.2,0.2,0.32,30.68,48.75,0.3,74.75,529.25,,-0.1,0.1,0.0,30.0
2022-04-25 11:00:00,2022-04-25 12:00:00,13.25,80.0,5.0,22.45,16.0,9.05,6.0,0.76,34.55,0.3,0.47,31.23,48.0,0.3,61.33,568.25,,-0.1,0.1,0.0,30.42
2022-04-25 12:00:00,2022-04-25 13:00:00,21.5,76.0,4.63,24.8,16.97,7.37,8.2,0.81,47.93,0.35,0.57,31.6,46.0,0.3,101.0,559.75,,-0.1,0.12,0.0,30.43
2022-04-25 13:00:00,2022-04-25 14:00:00,35.5,82.25,4.9,21.78,15.55,8.22,10.03,0.76,51.02,0.35,0.57,30.73,46.0,0.3,23.67,309.25,,-0.1,0.12,0.0,30.4
2022-04-25 14:00:00,2022-04-25 15:00:00,36.25,83.5,4.47,25.1,16.98,9.15,13.57,0.74,52.97,0.45,0.7,30.38,47.25,0.3,89.0,71.0,,-0.1,0.15,0.0,30.02
2022-04-25 15:00:00,2022-04-25 16:00:00,36.75,85.5,4.12,21.73,14.9,9.05,15.25,0.73,54.2,0.35,0.6,30.2,47.0,0.3,134.25,58.25,,-0.1,0.12,0.0,29.9
2022-04-25 16:00:00,2022-04-25 17:00:00,45.75,87.25,5.25,30.65,20.6,8.93,13.8,0.81,48.05,0.33,0.68,30.2,48.0,0.3,139.5,43.5,,-0.1,0.12,0.0,29.42
2022-04-25 17:00:00,2022-04-25 18:00:00,47.0,88.75,5.97,38.4,25.32,8.1,13.38,0.87,41.48,0.4,0.73,30.15,52.0,0.3,112.67,32.75,,-0.1,0.12,0.0,28.68
2022-04-25 18:00:00,2022-04-25 19:00:00,45.5,90.0,9.62,47.83,33.25,8.12,10.7,1.01,27.82,0.32,0.77,29.78,55.25,0.3,225.5,19.25,,-0.1,0.17,0.0,27.57
2022-04-25 19:00:00,2022-04-25 20:00:00,57.25,96.75,6.92,51.65,33.1,11.6,16.5,1.01,24.43,0.4,0.85,29.75,59.75,0.3,261.0,19.0,,-0.1,0.2,0.0,26.7
2022-04-25 20:00:00,2022-04-25 21:00:00,78.5,126.0,4.85,36.33,23.25,10.65,19.55,0.88,35.55,0.35,0.68,29.77,60.75,0.3,13.0,19.0,,-0.1,0.2,0.0,26.48
2022-04-25 21:00:00,2022-04-25 22:00:00,73.75,123.0,5.45,32.3,21.62,10.05,14.12,0.96,32.47,0.28,0.47,29.68,64.5,0.3,39.0,19.5,,-0.1,0.15,0.0,25.93
2022-04-25 22:00:00,2022-04-25 23:00:00,57.5,104.0,2.62,21.48,13.57,8.9,9.85,0.85,28.45,0.3,0.53,29.7,70.5,0.3,38.75,21.0,,-0.1,0.17,0.0,25.35
2022-04-25 23:00:00,2022-04-26 00:00:00,35.25,71.5,2.45,13.57,9.2,8.03,7.35,0.85,23.05,0.33,0.42,29.27,76.5,0.3,34.25,137.75,,-0.1,0.12,0.0,26.55
2022-04-26 00:00:00,2022-04-26 01:00:00,25.5,59.75,2.1,11.3,7.7,7.55,6.08,0.86,20.5,0.22,0.3,29.32,80.0,0.3,35.5,142.25,,-0.1,0.1,0.0,24.38
2022-04-26 01:00:00,2022-04-26 02:00:00,20.25,47.75,2.4,9.43,6.95,7.93,6.9,0.84,24.82,0.23,0.28,28.88,79.75,1.18,20.75,34.25,,-0.1,0.1,0.0,24.23
2022-04-26 02:00:00,2022-04-26 03:00:00,17.75,50.75,2.23,8.03,6.05,8.07,5.7,0.85,23.15,0.2,0.3,28.6,80.75,0.3,37.0,45.25,,-0.1,0.1,0.0,23.75
2022-04-26 03:00:00,2022-04-26 04:00:00,18.0,50.75,2.27,7.15,5.67,8.4,7.15,0.85,21.3,0.22,0.22,29.22,83.75,0.3,43.67,37.5,,-0.1,0.1,0.0,25.25
2022-04-26 04:00:00,2022-04-26 05:00:00,20.75,46.25,2.05,7.35,5.58,7.72,15.42,0.83,23.8,0.15,0.2,28.4,83.0,0.6,46.0,40.75,,-0.1,0.1,0.0,23.6
2022-04-26 05:00:00,2022-04-26 06:00:00,23.25,62.25,2.5,10.05,7.4,8.43,20.18,0.89,22.38,0.17,0.2,28.58,83.0,0.3,46.0,42.25,,-0.1,0.1,0.0,23.52
2022-04-26 06:00:00,2022-04-26 07:00:00,32.5,96.5,2.92,12.02,8.8,8.62,16.02,0.78,26.32,0.2,0.3,28.65,80.0,0.3,44.25,53.5,,-0.1,0.1,0.0,23.75
2022-04-26 07:00:00,2022-04-26 08:00:00,33.75,114.75,3.12,14.43,10.2,8.9,14.55,0.78,32.38,0.43,0.55,29.5,67.25,0.3,39.67,160.25,,-0.1,0.1,0.0,25.98
2022-04-26 08:00:00,2022-04-26 09:00:00,41.75,106.0,4.45,18.88,13.65,8.75,11.9,0.82,26.17,0.38,0.62,29.98,61.0,0.3,319.0,263.5,,-0.1,0.1,0.0,28.12
2022-04-26 09:00:00,2022-04-26 10:00:00,37.5,85.75,4.97,20.95,15.18,8.93,9.9,0.78,27.65,0.4,0.83,30.15,59.75,0.3,182.67,400.75,,-0.1,0.1,0.0,28.98
2022-04-26 10:00:00,2022-04-26 11:00:00,28.0,74.75,5.53,27.38,19.02,10.07,8.65,0.88,29.52,0.43,0.88,30.73,55.75,0.3,84.5,510.25,,-0.1,0.12,0.0,30.02
2022-04-26 11:00:00,2022-04-26 12:00:00,33.5,91.25,6.4,27.65,19.9,11.95,7.3,0.95,37.72,0.32,0.75,31.68,53.0,0.3,81.75,540.5,,-0.1,0.17,0.0,30.1
2022-04-26 12:00:00,2022-04-26 13:00:00,40.25,93.25,4.33,23.47,16.0,9.5,13.4,0.91,46.95,0.35,0.78,32.02,50.5,0.3,89.33,536.75,,-0.1,0.12,0.0,30.27
2022-04-26 13:00:00,2022-04-26 14:00:00,39.5,81.75,3.45,19.07,12.95,9.25,16.0,0.83,53.8,0.35,0.55,31.7,47.25,0.3,174.33,295.25,,-0.1,0.1,0.0,30.7
2022-04-26 14:00:00,2022-04-26 15:00:00,43.75,95.75,4.3,22.45,15.45,9.32,14.7,0.81,54.92,0.28,0.5,31.27,46.75,0.3,71.25,70.25,,-0.1,0.1,0.0,30.43
2022-04-26 15:00:00,2022-04-26 16:00:00,44.0,106.0,4.2,25.18,16.83,10.05,14.7,0.81,50.65,0.3,0.53,30.7,46.25,0.3,89.75,58.75,,-0.1,0.1,0.0,30.17
2022-04-26 16:00:00,2022-04-26 17:00:00,47.0,83.0,4.65,28.73,19.05,10.2,14.25,0.9,48.4,0.28,0.5,30.87,49.0,0.3,85.5,43.0,,-0.1,0.1,0.0,29.62
2022-04-26 17:00:00,2022-04-26 18:00:00,45.25,79.0,5.85,37.33,24.62,9.07,11.57,0.89,40.85,0.33,0.67,30.67,53.0,0.3,83.0,31.0,,-0.1,0.15,0.0,28.98
2022-04-26 18:00:00,2022-04-26 19:00:00,41.25,86.0,10.88,51.3,36.12,9.1,9.75,1.1,24.62,0.3,0.65,30.12,55.5,0.3,216.0,16.0,,-0.1,0.17,0.0,27.9
2022-04-26 19:00:00,2022-04-26 20:00:00,47.5,94.75,13.2,58.82,42.03,9.03,10.47,1.16,18.02,0.4,0.95,29.62,59.25,0.3,195.33,15.0,,-0.1,0.28,0.0,27.08
2022-04-26 20:00:00,2022-04-26 21:00:00,55.75,109.25,9.38,44.3,31.17,9.57,11.43,1.1,22.92,0.43,1.05,29.6,66.25,0.3,207.75,15.0,,-0.1,0.3,0.0,26.3
2022-04-26 21:00:00,2022-04-26 22:00:00,56.25,101.25,11.93,38.6,30.22,8.72,11.0,1.22,21.62,0.55,1.5,29.65,72.5,0.3,,15.0,,-0.1,0.3,0.0,25.48
2022-04-26 22:00:00,2022-04-26 23:00:00,48.25,97.75,3.23,26.33,16.65,8.82,10.2,0.93,24.38,0.6,1.48,29.68,75.0,0.3,65.25,15.5,,-0.1,0.25,0.0,25.03
2022-04-26 23:00:00,2022-04-27 00:00:00,38.75,84.75,3.48,16.95,11.82,8.97,10.03,0.85,25.75,0.45,1.02,29.6,74.25,0.3,61.0,15.75,,-0.1,0.35,0.0,24.7
2022-04-27 00:00:00,2022-04-27 01:00:00,34.0,80.75,2.15,11.52,7.9,8.9,7.4,0.86,28.17,0.33,0.95,29.65,73.75,0.3,,15.75,,-0.1,1.6,0.0,24.32
2022-04-27 01:00:00,2022-04-27 02:00:00,33.25,71.5,2.38,9.05,6.75,9.05,5.97,0.84,29.18,0.25,0.6,29.68,74.0,0.3,4.0,15.75,,-0.1,0.62,0.0,24.2
2022-04-27 02:00:00,2022-04-27 03:00:00,37.25,72.5,2.38,7.82,6.1,8.95,5.5,0.86,28.2,0.22,0.53,29.7,74.75,0.3,4.5,15.25,,-0.1,0.33,0.0,23.95
2022-04-27 03:00:00,2022-04-27 04:00:00,29.0,71.0,2.53,7.45,6.03,9.28,3.2,0.86,29.4,0.28,0.47,29.15,77.33,0.3,14.0,24.75,,-0.1,0.23,0.0,23.57
2022-04-27 04:00:00,2022-04-27 05:00:00,18.25,56.5,2.4,6.88,5.62,7.73,3.88,0.85,28.95,0.2,0.3,28.52,79.0,0.9,32.33,33.0,,-0.1,0.1,0.0,23.6
2022-04-27 05:00:00,2022-04-27 06:00:00,13.0,64.0,2.62,8.23,6.5,8.1,4.95,0.89,22.1,0.22,0.25,29.3,85.5,0.3,32.5,35.0,,-0.1,0.1,0.0,23.43
2022-04-27 06:00:00,2022-04-27 07:00:00,23.25,85.5,2.85,13.02,9.28,8.32,8.03,0.86,16.8,0.25,0.27,28.98,84.25,0.3,33.5,49.5,,-0.1,0.1,0.0,23.43
2022-04-27 07:00:00,2022-04-27 08:00:00,29.5,147.5,2.8,16.75,11.2,8.68,20.75,0.86,19.43,0.35,0.47,29.25,75.25,0.3,32.67,162.75,,-0.1,0.12,0.0,25.12
2022-04-27 08:00:00,2022-04-27 09:00:00,31.25,86.25,3.47,16.62,11.68,9.6,32.48,0.9,22.05,0.45,0.65,29.5,67.0,0.3,158.25,276.75,,-0.1,0.1,0.0,27.2
2022-04-27 09:00:00,2022-04-27 10:00:00,42.5,102.0,5.55,21.8,16.12,10.93,41.0,0.94,25.1,0.4,0.65,29.33,61.0,0.3,130.5,385.75,,-0.1,0.1,0.0,28.7
2022-04-27 10:00:00,2022-04-27 11:00:00,47.0,136.0,5.32,21.9,16.0,11.6,31.5,0.9,29.68,0.43,0.75,30.0,57.75,0.3,26.0,520.5,,-0.1,0.12,0.0,29.73
2022-04-27 11:00:00,2022-04-27 12:00:00,47.75,104.5,4.05,22.65,15.3,12.5,17.7,0.99,33.92,0.43,0.82,30.63,55.75,0.3,63.75,552.0,,-0.1,0.12,0.0,30.15
2022-04-27 12:00:00,2022-04-27 13:00:00,48.5,104.25,4.53,25.77,17.4,9.9,12.78,0.89,38.77,0.33,0.83,30.6,47.5,0.3,103.5,544.5,,-0.1,0.15,0.0,30.5
2022-04-27 13:00:00,2022-04-27 14:00:00,44.0,90.75,4.33,21.47,14.95,9.4,9.15,0.88,45.65,0.45,0.88,29.98,44.5,0.3,52.5,306.5,,-0.1,0.15,0.0,30.72
2022-04-27 14:00:00,2022-04-27 15:00:00,44.75,93.75,4.65,23.27,16.1,9.88,9.5,0.85,48.15,0.47,0.88,29.38,47.5,0.3,50.33,73.0,,-0.1,0.18,0.0,30.27
2022-04-27 15:00:00,2022-04-27 16:00:00,48.75,98.75,5.08,26.58,18.25,10.43,11.62,0.93,50.0,0.32,0.6,29.83,47.5,0.3,182.5,66.5,,-0.1,0.12,0.0,30.05
2022-04-27 16:00:00,2022-04-27 17:00:00,52.75,107.25,4.72,28.25,18.88,10.9,13.15,0.99,47.5,0.38,0.65,30.23,51.25,0.3,99.33,44.5,,-0.1,0.12,0.0,29.57
2022-04-27 17:00:00,2022-04-27 18:00:00,48.25,106.75,7.25,37.52,25.87,9.48,11.15,0.96,38.08,0.4,0.75,30.45,52.0,0.3,132.0,31.25,,-0.1,0.12,0.0,28.93
2022-04-27 18:00:00,2022-04-27 19:00:00,44.0,98.0,11.93,49.02,35.75,8.12,7.45,1.02,24.0,0.4,1.0,29.98,54.5,0.3,,20.25,,-0.1,0.2,0.0,27.88
2022-04-27 19:00:00,2022-04-27 20:00:00,39.0,85.5,17.8,56.68,44.6,8.25,6.15,1.09,16.65,0.4,0.92,29.45,59.75,0.3,263.67,19.25,,-0.1,0.22,0.0,27.02
2022-04-27 20:00:00,2022-04-27 21:00:00,36.75,85.75,11.97,40.15,31.1,8.03,6.0,1.06,17.48,0.4,0.93,29.05,74.25,0.3,262.5,22.75,,-0.1,0.23,0.0,25.75
2022-04-27 21:00:00,2022-04-27 22:00:00,21.0,62.25,10.38,36.23,27.75,7.88,5.8,0.97,11.17,0.57,1.62,28.82,76.25,0.3,,25.0,,-0.1,0.28,0.0,25.17
2022-04-27 22:00:00,2022-04-27 23:00:00,18.75,58.75,4.47,25.37,17.12,7.92,5.43,0.88,13.1,0.45,1.32,29.7,77.0,0.3,,15.0,,-0.1,0.2,0.0,25.0
2022-04-27 23:00:00,2022-04-28 00:00:00,15.0,61.5,5.0,22.1,15.8,8.18,4.88,0.87,12.02,0.43,1.1,29.7,78.75,0.3,32.0,14.75,,-0.1,0.2,0.0,24.5
2022-04-28 00:00:00,2022-04-28 01:00:00,22.0,50.5,3.12,14.07,10.02,7.95,6.38,0.89,10.88,0.3,0.72,29.68,81.25,0.3,33.5,14.75,,-0.1,0.15,0.0,23.85
2022-04-28 01:00:00,2022-04-28 02:00:00,16.0,39.25,2.38,9.88,7.17,7.88,6.38,0.82,13.7,0.2,0.57,29.68,78.0,0.3,32.5,15.0,,-0.1,0.15,0.0,23.58
2022-04-28 02:00:00,2022-04-28 03:00:00,17.75,36.0,2.58,6.97,5.8,8.03,6.08,0.76,19.85,0.2,0.4,29.7,71.75,0.3,37.25,15.0,,-0.1,0.1,0.0,23.52
2022-04-28 03:00:00,2022-04-28 04:00:00,20.5,34.5,2.8,6.15,5.58,8.65,6.45,0.76,15.57,0.2,0.27,29.93,72.25,0.3,65.25,15.0,,-0.1,0.1,0.0,23.27
2022-04-28 04:00:00,2022-04-28 05:00:00,13.0,37.75,2.28,5.68,4.9,7.32,6.55,0.72,18.18,0.1,0.22,29.7,68.75,0.3,57.25,15.0,,-0.1,0.1,0.0,23.25
2022-04-28 05:00:00,2022-04-28 06:00:00,13.5,40.75,3.22,9.85,7.88,7.67,6.2,0.77,17.52,0.0,0.17,29.65,70.5,0.3,86.0,15.5,,-0.1,0.1,0.0,23.43
2022-04-28 06:00:00,2022-04-28 07:00:00,17.0,76.25,3.22,10.97,8.45,7.8,5.78,0.77,20.12,0.08,0.28,29.65,74.75,0.3,64.75,39.0,,-0.1,0.1,0.0,23.42
2022-04-28 07:00:00,2022-04-28 08:00:00,24.5,111.5,3.9,13.35,10.25,7.85,7.8,0.8,19.05,0.23,0.45,29.7,72.5,0.3,88.0,163.5,,-0.1,0.33,0.0,24.57
2022-04-28 08:00:00,2022-04-28 09:00:00,27.75,79.0,4.4,18.18,13.25,8.22,12.1,0.82,21.17,0.38,0.47,29.62,66.5,0.3,81.0,255.75,,-0.1,0.3,0.0,26.4
2022-04-28 09:00:00,2022-04-28 10:00:00,23.75,77.0,3.17,16.48,11.38,9.3,13.85,0.8,26.5,0.4,0.47,29.88,61.75,0.3,73.0,382.75,,-0.1,0.12,0.0,27.62
2022-04-28 10:00:00,2022-04-28 11:00:00,25.25,91.25,3.35,18.15,12.4,10.6,14.1,0.85,31.35,0.35,0.53,30.35,56.5,0.3,31.5,520.5,,-0.1,0.12,0.0,29.02
2022-04-28 11:00:00,2022-04-28 12:00:00,32.25,115.25,3.8,18.7,13.05,10.5,12.65,0.91,32.4,0.38,0.7,30.35,53.5,0.3,49.33,558.25,,-0.1,0.17,0.0,29.5
2022-04-28 12:00:00,2022-04-28 13:00:00,33.5,84.75,5.83,27.97,19.6,7.9,10.3,0.89,37.4,0.53,1.07,29.9,48.25,0.3,13.5,548.25,,-0.1,0.12,0.0,30.35
2022-04-28 13:00:00,2022-04-28 14:00:00,35.75,82.25,4.6,24.95,17.0,9.3,9.85,0.92,40.77,0.43,0.95,30.02,45.75,0.3,78.0,301.0,,-0.1,0.15,0.0,31.03
2022-04-28 14:00:00,2022-04-28 15:00:00,37.25,85.0,3.85,19.12,13.33,10.08,10.93,0.92,47.55,0.45,0.97,30.75,46.25,0.3,46.0,77.5,,-0.1,0.18,0.0,30.45
