REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1929,ON,Barley,36.0,1560.0,392600.0,622100.0,251800.0,14065
1929,ON,"Beans, all dry (white and coloured)",117.0,1175.0,30300.0,63700.0,25800.0,3539
1929,ON,Buckwheat,40.0,1015.0,121100.0,294400.0,119100.0,4839
1929,ON,Corn for grain,39.0,2305.0,113000.0,120000.0,49000.0,4450
1929,ON,Corn for silage,0.48,17370.0,2015000.0,287600.0,116000.0,9573
1929,ON,Flaxseed,93.0,535.0,1200.0,5500.0,2250.0,112
1929,ON,Mixed grains,36.0,1690.0,610400.0,892900.0,361300.0,22129
1929,ON,Oats,40.0,1200.0,1135700.0,2335300.0,945100.0,45657
1929,ON,"Peas, dry",61.0,1045.0,33650.0,79500.0,32150.0,2039
1929,ON,"Rye, all",39.0,1055.0,22200.0,52000.0,21000.0,864
1929,ON,Sugar beets,0.73,18500.0,275800.0,36864.0,14900.0,2025
1929,ON,Tame hay,1.28,3940.0,6669000.0,4179100.0,1691000.0,85577
1929,ON,"Wheat, all",46.0,1665.0,537500.0,798300.0,323100.0,24905
1929,ON,"Wheat, spring",47.0,1220.0,52500.0,106600.0,43100.0,2451
1929,ON,"Wheat, winter remaining",46.0,1730.0,485000.0,,,22454
1929,PP,Barley,24.0,840.0,1737000.0,5114200.0,2070000.0,41662
1929,PP,Corn for silage,0.7,5960.0,87000.0,35900.0,14600.0,611
1929,PP,Flaxseed,94.0,330.0,50000.0,373400.0,151000.0,4682
1929,PP,Mixed grains,30.0,940.0,18800.0,49500.0,20000.0,556
1929,PP,Oats,33.0,700.0,2184000.0,7731900.0,3129000.0,71201
1929,PP,"Peas, dry",67.0,1000.0,1800.0,4500.0,1800.0,120
1929,PP,"Rye, all",32.0,815.0,304100.0,922200.0,373100.0,9835
1929,PP,Sugar beets,0.77,16500.0,56200.0,8284.0,3400.0,433
1929,PP,Tame hay,1.33,2790.0,1425000.0,1284800.0,510000.0,18903
1929,PP,"Wheat, all",38.0,775.0,7602000.0,24197100.0,9792000.0,287671
1929,PEI,Barley,46.0,1335.0,3200.0,5900.0,2400.0,148
1929,PEI,Buckwheat,49.0,1200.0,1500.0,3100.0,1250.0,73
1929,PEI,Corn for silage,0.5,2000.0,5000.0,600.0,250.0,25
1929,PEI,Mixed grains,37.0,1635.0,18500.0,28000.0,11300.0,680
1929,PEI,Oats,42.0,1235.0,85200.0,170100.0,68850.0,3591
1929,PEI,"Peas, dry",80.0,1000.0,100.0,200.0,100.0,8
1929,PEI,Tame hay,1.36,3070.0,319000.0,257200.0,104000.0,4326
1929,PEI,"Wheat, all",58.0,1125.0,12300.0,27100.0,10950.0,719
1929,QU,Barley,49.0,1230.0,76500.0,154000.0,62300.0,3758
1929,QU,"Beans, all dry (white and coloured)",136.0,1155.0,7800.0,16700.0,6750.0,1058
1929,QU,Buckwheat,48.0,1180.0,76100.0,159700.0,64600.0,3635
1929,QU,Corn for grain,55.0,1430.0,18600.0,32100.0,13000.0,1019
1929,QU,Corn for silage,0.54,22560.0,803000.0,87900.0,35600.0,4301
1929,QU,Flaxseed,102.0,750.0,900.0,3000.0,1200.0,92
1929,QU,Mixed grains,47.0,1335.0,72500.0,134500.0,54400.0,3374
1929,QU,Oats,49.0,990.0,732200.0,1826000.0,739000.0,36081
1929,QU,"Peas, dry",109.0,1040.0,14650.0,34800.0,14100.0,1590
1929,QU,"Rye, all",58.0,980.0,4400.0,11000.0,4500.0,255
1929,QU,Tame hay,1.25,3290.0,5762000.0,4330800.0,1753000.0,71797
1929,QU,"Wheat, all",60.0,1150.0,27100.0,58300.0,23600.0,1622
1929,SK,Barley,23.0,745.0,670000.0,2228600.0,902000.0,15685
1929,SK,"Beans, all dry (white and coloured)",105.0,665.0,200.0,800.0,300.0,21
1929,SK,Corn for silage,1.12,244.0,10000.0,10100.0,4100.0,112
1929,SK,Flaxseed,93.0,305.0,37100.0,298300.0,121000.0,3465
1929,SK,Mixed grains,27.0,770.0,7000.0,22600.0,9100.0,186
1929,SK,Oats,32.0,615.0,1063000.0,4255800.0,1722000.0,34472
1929,SK,"Peas, dry",85.0,665.0,400.0,1500.0,600.0,34
1929,SK,"Rye, all",32.0,810.0,211000.0,641600.0,260000.0,6806
1929,SK,"Rye, fall remaining",32.0,880.0,161000.0,,,5191
1929,SK,"Rye, spring",32.0,650.0,50000.0,189400.0,77000.0,1615
1929,SK,Tame hay,1.27,2470.0,469000.0,470800.0,190000.0,5965
1929,SK,"Wheat, all",38.0,750.0,4370000.0,14445300.0,5846000.0,165382
1930,AB,Barley,6.0,1365.0,414000.0,748000.0,303000.0,2660
1930,AB,"Beans, all dry (white and coloured)",50.0,1000.0,100.0,300.0,100.0,5
1930,AB,Corn for silage,0.79,8280.0,24000.0,7200.0,2900.0,189
1930,AB,Flaxseed,37.0,775.0,8500.0,28000.0,11000.0,318
1930,AB,Mixed grains,8.0,1585.0,11400.0,17900.0,7200.0,95
1930,AB,Oats,10.0,1370.0,1202000.0,2165000.0,876000.0,11691
1930,AB,"Peas, dry",42.0,1100.0,550.0,1300.0,500.0,23
1930,AB,"Rye, all",6.0,940.0,93900.0,247000.0,100000.0,557
1930,AB,"Rye, fall remaining",6.0,910.0,50000.0,,,298
1930,AB,"Rye, spring",6.0,975.0,43900.0,110000.0,45000.0,259
1930,AB,Sugar beets,0.72,21000.0,115300.0,13610.0,5500.0,829
1930,AB,Tame hay,1.04,3330.0,533000.0,385000.0,160000.0,5563
1930,AB,"Wheat, all",17.0,1380.0,4001000.0,7164000.0,2899000.0,66150
1930,BC,Barley,29.0,1600.0,6400.0,10000.0,4000.0,186
1930,BC,"Beans, all dry (white and coloured)",64.0,1500.0,450.0,800.0,300.0,29
1930,BC,Corn for silage,0.77,24170.0,58000.0,6000.0,2400.0,448
1930,BC,Flaxseed,40.0,1000.0,100.0,300.0,100.0,4
1930,BC,Mixed grains,26.0,1800.0,3600.0,5000.0,2000.0,93
1930,BC,Oats,29.0,1760.0,64700.0,91000.0,36800.0,1888
1930,BC,"Peas, dry",51.0,1815.0,2900.0,4000.0,1600.0,148
1930,BC,"Rye, all",29.0,1070.0,3000.0,7000.0,2800.0,86
1930,BC,Tame hay,1.95,4320.0,376000.0,214000.0,87000.0,7325
1930,BC,"Wheat, all",31.0,1455.0,36000.0,61000.0,24700.0,1126
1930,CA,Barley,9.0,1310.0,2942850.0,5558700.0,2250200.0,27254
1930,CA,"Beans, all dry (white and coloured)",83.0,980.0,39150.0,98700.0,39850.0,3261
1930,CA,Buckwheat,30.0,1195.0,237400.0,490300.0,198500.0,7124
1930,CA,Corn for grain,34.0,2255.0,148200.0,161400.0,65700.0,5054
1930,CA,Corn for silage,0.54,18290.0,3152000.0,426400.0,172300.0,17142
1930,CA,Flaxseed,37.0,550.0,128800.0,581800.0,234350.0,4741
1930,CA,Mixed grains,20.0,1860.0,903850.0,1201400.0,486200.0,18435
1930,CA,Oats,16.0,1215.0,6526500.0,13258700.0,5365350.0,102919
1930,CA,"Peas, dry",54.0,1240.0,64550.0,129400.0,52150.0,3487
1930,CA,"Rye, all",8.0,950.0,558500.0,1448000.0,586700.0,4402
1930,CA,"Rye, fall remaining",8.0,940.0,424900.0,,,3512
1930,CA,"Rye, spring",7.0,990.0,133600.0,332000.0,135100.0,890
1930,CA,Sugar beets,0.76,20300.0,423700.0,51610.0,20900.0,3209
1930,CA,Tame hay,1.11,3560.0,16363000.0,11362200.0,4600000.0,180999
1930,CA,"Wheat, all",18.0,1135.0,11449000.0,24897900.0,10076650.0,204693
1930,MA,Barley,8.0,1350.0,1088000.0,1991000.0,806000.0,8496
1930,MA,Buckwheat,33.0,790.0,950.0,2900.0,1200.0,31
1930,MA,Corn for silage,0.77,11930.0,68000.0,14000.0,5700.0,525
1930,MA,Flaxseed,41.0,410.0,18500.0,112000.0,45000.0,764
1930,MA,Mixed grains,11.0,1205.0,7100.0,14500.0,5900.0,80
1930,MA,Oats,14.0,1215.0,780000.0,1590000.0,643000.0,10618
1930,MA,"Peas, dry",38.0,1200.0,600.0,1300.0,500.0,23
1930,MA,"Rye, all",9.0,1130.0,52100.0,113000.0,46100.0,472
1930,MA,"Rye, fall remaining",9.0,1145.0,39000.0,,,353
1930,MA,"Rye, spring",9.0,1085.0,13100.0,30000.0,12100.0,119
1930,MA,Tame hay,0.81,4090.0,737000.0,449500.0,180000.0,5956
1930,MA,"Wheat, all",20.0,1185.0,1187000.0,2470000.0,1000000.0,23980
1930,MP,Barley,30.0,1565.0,17050.0,27000.0,10900.0,503
1930,MP,Mixed grains,21.0,1865.0,29650.0,39300.0,15900.0,627
1930,MP,Oats,26.0,1250.0,259500.0,512900.0,207550.0,6853
1930,MP,Tame hay,1.23,3350.0,1841000.0,1356200.0,549000.0,22612
1930,MP,"Wheat, all",34.0,1240.0,21100.0,42200.0,17050.0,727
1930,NB,Barley,27.0,1610.0,7000.0,10800.0,4350.0,192
1930,NB,"Beans, all dry (white and coloured)",110.0,1335.0,1000.0,1900.0,750.0,110
1930,NB,Buckwheat,30.0,1540.0,28150.0,45200.0,18300.0,840
1930,NB,Corn for silage,0.66,24670.0,37000.0,3700.0,1500.0,244
1930,NB,Mixed grains,29.0,1970.0,3150.0,4000.0,1600.0,92
1930,NB,Oats,26.0,1240.0,111750.0,223000.0,90250.0,2898
1930,NB,"Peas, dry",76.0,1400.0,1050.0,1900.0,750.0,80
1930,NB,"Rye, all",35.0,1000.0,200.0,400.0,200.0,7
1930,NB,Tame hay,1.24,3340.0,742000.0,549200.0,222000.0,9203
1930,NB,"Wheat, all",37.0,1265.0,5050.0,9900.0,4000.0,186
1930,NS,Barley,32.0,1550.0,6750.0,10800.0,4350.0,217
1930,NS,"Beans, all dry (white and coloured)",113.0,1285.0,1350.0,2600.0,1050.0,152
1930,NS,Buckwheat,37.0,1275.0,3950.0,7600.0,3100.0,146
1930,NS,Corn for silage,0.76,24000.0,12000.0,1200.0,500.0,91
1930,NS,Mixed grains,32.0,1685.0,3200.0,4700.0,1900.0,101
1930,NS,Oats,36.0,1280.0,59650.0,115200.0,46600.0,2127
1930,NS,"Peas, dry",75.0,1335.0,400.0,800.0,300.0,30
1930,NS,"Rye, all",40.0,1000.0,100.0,200.0,100.0,4
1930,NS,Tame hay,1.27,3560.0,779000.0,540000.0,219000.0,9879
1930,NS,"Wheat, all",36.0,1215.0,2850.0,5800.0,2350.0,104
1930,ON,Barley,18.0,1845.0,455300.0,610000.0,246900.0,8155
1930,ON,"Beans, all dry (white and coloured)",77.0,895.0,24600.0,68000.0,27500.0,1901
1930,ON,Buckwheat,28.0,1110.0,123600.0,275000.0,111300.0,3406
1930,ON,Corn for grain,33.0,2470.0,131000.0,130000.0,53000.0,4377
1930,ON,Corn for silage,0.5,18860.0,2376000.0,312000.0,126000.0,11786
1930,ON,Flaxseed,57.0,620.0,1300.0,5200.0,2100.0,74
1930,ON,Mixed grains,20.0,1975.0,765700.0,958000.0,387700.0,15005
1930,ON,Oats,19.0,1505.0,1503400.0,2469000.0,999200.0,29245
1930,ON,"Peas, dry",46.0,1330.0,43050.0,80000.0,32350.0,1976
1930,ON,"Rye, all",22.0,1110.0,23800.0,53000.0,21400.0,515
1930,ON,Sugar beets,0.77,20000.0,308400.0,38000.0,15400.0,2380
1930,ON,Tame hay,1.16,3770.0,6054000.0,3971000.0,1607000.0,70514
1930,ON,"Wheat, all",26.0,1750.0,550300.0,776000.0,314100.0,14563
1930,ON,"Wheat, spring",26.0,1480.0,59300.0,99000.0,40100.0,1569
1930,ON,"Wheat, winter remaining",26.0,1790.0,491000.0,,,12994
1930,PP,Barley,7.0,1240.0,2384000.0,4755000.0,1925000.0,16019
1930,PP,Corn for silage,0.78,9150.0,118000.0,31900.0,12900.0,917
1930,PP,Flaxseed,36.0,550.0,126100.0,571000.0,230000.0,4553
1930,PP,Mixed grains,10.0,1265.0,28300.0,55400.0,22400.0,271
1930,PP,Oats,10.0,1170.0,3918000.0,8286000.0,3353000.0,41135
1930,PP,"Peas, dry",41.0,1155.0,1850.0,4200.0,1600.0,75
1930,PP,"Rye, all",7.0,945.0,523600.0,1370000.0,555100.0,3557
1930,PP,Sugar beets,0.72,21000.0,115300.0,13610.0,5500.0,829
1930,PP,Tame hay,0.91,3620.0,1921000.0,1306800.0,530000.0,17525
1930,PP,"Wheat, all",17.0,1115.0,10813000.0,23960000.0,9697000.0,187279
1930,PEI,Barley,28.0,1500.0,3300.0,5400.0,2200.0,94
1930,PEI,Buckwheat,29.0,1455.0,1600.0,2700.0,1100.0,47
1930,PEI,Corn for silage,0.8,2333.0,7000.0,800.0,300.0,56
1930,PEI,Mixed grains,19.0,1880.0,23300.0,30600.0,12400.0,434
1930,PEI,Oats,21.0,1245.0,88100.0,174700.0,70700.0,1828
1930,PEI,"Peas, dry",67.0,1500.0,150.0,300.0,100.0,10
1930,PEI,Tame hay,1.1,2960.0,320000.0,267000.0,108000.0,3530
1930,PEI,"Wheat, all",33.0,1235.0,13200.0,26500.0,10700.0,437
1930,QU,Barley,30.0,1265.0,80100.0,156700.0,63400.0,2391
1930,QU,"Beans, all dry (white and coloured)",92.0,1160.0,11300.0,24100.0,9750.0,1040
1930,QU,Buckwheat,34.0,1245.0,79150.0,156900.0,63500.0,2654
1930,QU,Corn for grain,39.0,1355.0,17200.0,31400.0,12700.0,677
1930,QU,Corn for silage,0.66,18950.0,544000.0,70800.0,28700.0,3600
1930,QU,Flaxseed,85.0,605.0,1300.0,5300.0,2150.0,110
1930,QU,Mixed grains,32.0,1315.0,76600.0,143700.0,58200.0,2439
1930,QU,Oats,30.0,1015.0,780900.0,1899800.0,768800.0,23798
1930,QU,"Peas, dry",77.0,980.0,15150.0,38200.0,15450.0,1168
1930,QU,"Rye, all",30.0,1100.0,7800.0,17500.0,7100.0,232
1930,QU,Tame hay,1.02,3380.0,6171000.0,4514200.0,1827000.0,63023
1930,QU,"Wheat, all",35.0,1200.0,28600.0,58700.0,23800.0,998
1930,SK,Barley,6.0,1080.0,882000.0,2016000.0,816000.0,4863
1930,SK,"Beans, all dry (white and coloured)",69.0,875.0,350.0,1000.0,400.0,24
1930,SK,Corn for silage,0.78,605.0,26000.0,10700.0,4300.0,203
1930,SK,Flaxseed,35.0,570.0,99100.0,431000.0,174000.0,3471
1930,SK,Mixed grains,10.0,1055.0,9800.0,23000.0,9300.0,96
1930,SK,Oats,10.0,1055.0,1936000.0,4531000.0,1834000.0,18826
1930,SK,"Peas, dry",41.0,1165.0,700.0,1600.0,600.0,29
1930,SK,"Rye, all",7.0,925.0,377600.0,1010000.0,409000.0,2528
1930,SK,"Rye, fall remaining",7.0,910.0,301000.0,,,2016
1930,SK,"Rye, spring",7.0,980.0,76600.0,192000.0,78000.0,512
1930,SK,Tame hay,0.92,3430.0,651000.0,472300.0,190000.0,6006
1930,SK,"Wheat, all",17.0,970.0,5625000.0,14326000.0,5798000.0,97149
1931,AB,Barley,10.0,1575.0,453000.0,710500.0,288000.0,4368
1931,AB,"Beans, all dry (white and coloured)",47.0,750.0,150.0,500.0,200.0,7
1931,AB,Corn for silage,0.43,9230.0,12000.0,3300.0,1300.0,52
1931,AB,Flaxseed,28.0,425.0,5100.0,30500.0,12000.0,144
1931,AB,Mixed grains,9.0,1835.0,12100.0,16400.0,6600.0,113
1931,AB,Oats,12.0,1400.0,1396000.0,2465700.0,998000.0,16290
1931,AB,"Peas, dry",60.0,750.0,150.0,400.0,200.0,9
1931,AB,"Rye, all",9.0,435.0,27400.0,153900.0,63000.0,242
1931,AB,"Rye, fall remaining",9.0,395.0,15000.0,,,134
1931,AB,"Rye, spring",9.0,495.0,12400.0,60600.0,25000.0,108
1931,AB,Sugar beets,0.71,19900.0,95500.0,11955.0,4800.0,679
1931,AB,Tame hay,0.89,3920.0,470000.0,297000.0,120000.0,4195
1931,AB,"Wheat, all",13.0,1190.0,3827000.0,7942900.0,3214000.0,50617
1931,BC,Barley,23.0,1790.0,6800.0,9400.0,3800.0,156
1931,BC,"Beans, all dry (white and coloured)",60.0,1335.0,400.0,700.0,300.0,24
1931,BC,Corn for silage,0.67,22500.0,36000.0,4000.0,1600.0,240
1931,BC,Flaxseed,30.0,1000.0,100.0,300.0,100.0,3
1931,BC,Mixed grains,21.0,2110.0,1900.0,2200.0,900.0,39
1931,BC,Oats,25.0,1930.0,68000.0,87100.0,35200.0,1676
1931,BC,"Peas, dry",51.0,1680.0,1850.0,2800.0,1100.0,95
1931,BC,"Rye, all",21.0,1315.0,2100.0,3900.0,1600.0,45
1931,BC,Tame hay,1.48,4910.0,383000.0,192700.0,78000.0,5674
1931,BC,"Wheat, all",24.0,1625.0,43000.0,65400.0,26500.0,1043
1931,CA,Barley,12.0,955.0,1466800.0,3791400.0,1534500.0,17465
1931,CA,"Beans, all dry (white and coloured)",26.0,1035.0,35600.0,85200.0,34400.0,941
1931,CA,Buckwheat,23.0,1110.0,150600.0,335500.0,135850.0,3454
1931,CA,Corn for grain,16.0,2580.0,138600.0,131800.0,53700.0,2274
1931,CA,Corn for silage,0.44,19230.0,2616000.0,335300.0,136050.0,11416
1931,CA,Flaxseed,31.0,240.0,62650.0,648000.0,261850.0,1944
1931,CA,Mixed grains,18.0,1665.0,804700.0,1195600.0,483950.0,14453
1931,CA,Oats,15.0,975.0,5062650.0,12837700.0,5194850.0,77970
1931,CA,"Peas, dry",31.0,1135.0,37250.0,81000.0,32800.0,1160
1931,CA,"Rye, all",11.0,415.0,134200.0,798600.0,323900.0,1476
1931,CA,"Rye, fall remaining",12.0,405.0,101700.0,,,1184
1931,CA,"Rye, spring",9.0,450.0,32500.0,176100.0,72100.0,292
1931,CA,Sugar beets,0.67,22600.0,395500.0,43337.0,17500.0,2663
1931,CA,Tame hay,0.86,3690.0,14450000.0,9682100.0,3919000.0,124491
1931,CA,"Wheat, all",14.0,820.0,8745350.0,26355100.0,10664900.0,123550
1931,MA,Barley,10.0,735.0,335000.0,1128800.0,457000.0,3234
1931,MA,Buckwheat,25.0,855.0,1200.0,3400.0,1400.0,30
1931,MA,Corn for silage,0.5,8330.0,25000.0,7300.0,3000.0,126
1931,MA,Flaxseed,32.0,215.0,8900.0,101400.0,41000.0,284
1931,MA,Mixed grains,10.0,1000.0,4700.0,11600.0,4700.0,49
1931,MA,Oats,12.0,640.0,393000.0,1518400.0,614000.0,4845
1931,MA,"Peas, dry",37.0,1750.0,350.0,500.0,200.0,13
1931,MA,"Rye, all",10.0,825.0,16600.0,50400.0,20100.0,158
1931,MA,"Rye, fall remaining",10.0,855.0,12000.0,,,115
1931,MA,"Rye, spring",9.0,755.0,4600.0,15000.0,6100.0,43
1931,MA,Tame hay,0.87,3270.0,392000.0,295600.0,120000.0,3391
1931,MA,"Wheat, all",15.0,720.0,765000.0,2617100.0,1059000.0,11526
1931,MP,Barley,26.0,1485.0,12900.0,21600.0,8700.0,333
1931,MP,Mixed grains,18.0,1700.0,18300.0,26400.0,10750.0,322
1931,MP,Oats,24.0,1215.0,222450.0,452100.0,182950.0,5398
1931,MP,Tame hay,0.94,3210.0,1620000.0,1247600.0,505000.0,15227
1931,MP,"Wheat, all",31.0,1130.0,14150.0,30900.0,12500.0,445
1931,NB,Barley,24.0,1530.0,6200.0,10000.0,4050.0,151
1931,NB,"Beans, all dry (white and coloured)",73.0,1335.0,400.0,800.0,300.0,29
1931,NB,Buckwheat,28.0,900.0,15550.0,42700.0,17300.0,429
1931,NB,Corn for silage,0.48,26670.0,4000.0,400.0,150.0,19
1931,NB,Mixed grains,19.0,1535.0,1150.0,1800.0,750.0,22
1931,NB,Oats,25.0,1175.0,103600.0,217900.0,88200.0,2553
1931,NB,Tame hay,0.77,2870.0,689000.0,592800.0,240000.0,5320
1931,NB,"Wheat, all",32.0,1185.0,3850.0,8000.0,3250.0,122
1931,NS,Barley,29.0,1525.0,4800.0,7800.0,3150.0,139
1931,NS,Buckwheat,36.0,1120.0,1900.0,4200.0,1700.0,69
1931,NS,Corn for silage,0.62,25000.0,5000.0,500.0,200.0,31
1931,NS,Mixed grains,25.0,1655.0,2650.0,3900.0,1600.0,65
1931,NS,Oats,32.0,1295.0,44800.0,85400.0,34550.0,1453
1931,NS,"Rye, all",0.0,0.0,0.0,0.0,0.0,0
1931,NS,Tame hay,1.1,3540.0,602000.0,420100.0,170000.0,6640
1931,NS,"Wheat, all",33.0,1175.0,1350.0,2900.0,1150.0,44
1931,ON,Barley,17.0,1615.0,293800.0,449300.0,181800.0,4992
1931,ON,"Beans, all dry (white and coloured)",21.0,1005.0,31400.0,77200.0,31200.0,668
1931,ON,Buckwheat,19.0,1045.0,79500.0,187600.0,75900.0,1533
1931,ON,Corn for grain,16.0,2625.0,134000.0,125100.0,51000.0,2106
1931,ON,Corn for silage,0.44,19080.0,2099000.0,270600.0,110000.0,9256
1931,ON,Flaxseed,41.0,865.0,1950.0,5500.0,2250.0,80
1931,ON,Mixed grains,18.0,1730.0,708000.0,1012100.0,409600.0,12487
1931,ON,Oats,16.0,1265.0,1210900.0,2362000.0,955900.0,19630
1931,ON,"Peas, dry",23.0,1125.0,27200.0,59800.0,24200.0,629
1931,ON,"Rye, all",16.0,1110.0,25400.0,56600.0,22900.0,419
1931,ON,Sugar beets,0.66,23600.0,300000.0,31382.0,12700.0,1984
1931,ON,Tame hay,0.94,3820.0,5742000.0,3710700.0,1502000.0,53945
1931,ON,"Wheat, all",19.0,1835.0,469500.0,633500.0,256000.0,8968
1931,ON,"Wheat, spring",19.0,1390.0,55500.0,98800.0,40000.0,1061
1931,ON,"Wheat, winter remaining",19.0,1915.0,414000.0,,,7907
1931,PP,Barley,10.0,845.0,1100000.0,3214300.0,1301000.0,10613
1931,PP,Corn for silage,0.49,7260.0,45000.0,15400.0,6200.0,220
1931,PP,Flaxseed,30.0,230.0,60200.0,641000.0,259000.0,1829
1931,PP,Mixed grains,10.0,1175.0,21700.0,45700.0,18500.0,208
1931,PP,Oats,12.0,845.0,2833000.0,8279000.0,3350000.0,33321
1931,PP,"Peas, dry",44.0,1100.0,550.0,1200.0,500.0,24
1931,PP,"Rye, all",9.0,350.0,104500.0,732600.0,297100.0,952
1931,PP,Sugar beets,0.71,19900.0,95500.0,11955.0,4800.0,679
1931,PP,Tame hay,0.86,3400.0,1053000.0,766100.0,310000.0,9094
1931,PP,"Wheat, all",14.0,790.0,8197000.0,25586100.0,10354000.0,112480
1931,PEI,Barley,23.0,1265.0,1900.0,3800.0,1500.0,43
1931,PEI,Buckwheat,23.0,1465.0,1100.0,1900.0,750.0,25
1931,PEI,Corn for silage,0.4,2000.0,2000.0,300.0,100.0,8
1931,PEI,Mixed grains,16.0,1725.0,14500.0,20800.0,8400.0,235
1931,PEI,Oats,19.0,1230.0,74050.0,148800.0,60200.0,1392
1931,PEI,Tame hay,0.99,3460.0,329000.0,234700.0,95000.0,3267
1931,PEI,"Wheat, all",31.0,1105.0,8950.0,20000.0,8100.0,279
1931,QU,Barley,26.0,1360.0,53300.0,96800.0,39200.0,1371
1931,QU,"Beans, all dry (white and coloured)",67.0,1360.0,3200.0,5800.0,2350.0,213
1931,QU,Buckwheat,27.0,1325.0,51350.0,95800.0,38800.0,1368
1931,QU,Corn for grain,37.0,1705.0,4600.0,6700.0,2700.0,168
1931,QU,Corn for silage,0.39,23880.0,425000.0,44100.0,17800.0,1642
1931,QU,Flaxseed,80.0,800.0,400.0,1200.0,500.0,32
1931,QU,Mixed grains,25.0,1240.0,54800.0,109100.0,44200.0,1397
1931,QU,Oats,25.0,1085.0,728300.0,1657500.0,670800.0,17945
1931,QU,"Peas, dry",54.0,1095.0,7650.0,17300.0,7000.0,412
1931,QU,"Rye, all",27.0,955.0,2200.0,5600.0,2300.0,60
1931,QU,Tame hay,0.72,3710.0,5652000.0,3765000.0,1524000.0,40551
1931,QU,"Wheat, all",28.0,1365.0,21700.0,39200.0,15900.0,614
1931,SK,Barley,10.0,560.0,312000.0,1375000.0,556000.0,3011
1931,SK,"Beans, all dry (white and coloured)",20.0,1000.0,50.0,100.0,50.0,1
1931,SK,Corn for silage,0.53,421.0,8000.0,4700.0,1900.0,42
1931,SK,Flaxseed,30.0,225.0,46200.0,509100.0,206000.0,1401
1931,SK,Mixed grains,9.0,680.0,4900.0,17800.0,7200.0,46
1931,SK,Oats,12.0,600.0,1044000.0,4294900.0,1738000.0,12186
1931,SK,"Peas, dry",40.0,500.0,50.0,200.0,100.0,2
1931,SK,"Rye, all",9.0,285.0,60500.0,528300.0,214000.0,552
1931,SK,"Rye, fall remaining",9.0,260.0,45000.0,,,411
1931,SK,"Rye, spring",9.0,380.0,15500.0,100500.0,41000.0,141
1931,SK,Tame hay,0.79,2730.0,191000.0,173500.0,70000.0,1508
1931,SK,"Wheat, all",14.0,595.0,3605000.0,15026200.0,6081000.0,50337
1932,AB,Barley,7.0,1510.0,429000.0,701300.0,284000.0,3152
1932,AB,"Beans, all dry (white and coloured)",27.0,750.0,150.0,500.0,200.0,4
1932,AB,Corn for silage,0.38,13330.0,24000.0,4500.0,1800.0,91
1932,AB,Flaxseed,23.0,565.0,5100.0,23000.0,9000.0,118
1932,AB,Mixed grains,7.0,1460.0,14900.0,25300.0,10200.0,102
1932,AB,Oats,8.0,1430.0,1565000.0,2704800.0,1095000.0,13195
1932,AB,"Peas, dry",27.0,750.0,150.0,400.0,200.0,4
1932,AB,"Rye, all",11.0,515.0,38200.0,183100.0,74000.0,426
1932,AB,"Rye, fall remaining",11.0,550.0,27000.0,,,303
1932,AB,"Rye, spring",11.0,450.0,11200.0,62000.0,25000.0,123
1932,AB,Sugar beets,0.64,24400.0,136700.0,13929.0,5600.0,879
1932,AB,Tame hay,0.76,3740.0,449000.0,288100.0,120000.0,3426
1932,AB,"Wheat, all",12.0,1370.0,4555000.0,8201000.0,3319000.0,53554
1932,BC,Barley,19.0,1660.0,6300.0,9300.0,3800.0,118
1932,BC,"Beans, all dry (white and coloured)",47.0,1835.0,550.0,800.0,300.0,26
1932,BC,Corn for silage,0.66,28240.0,48000.0,4200.0,1700.0,318
1932,BC,Flaxseed,20.0,1000.0,100.0,300.0,100.0,2
1932,BC,Mixed grains,19.0,2040.0,2450.0,3000.0,1200.0,46
1932,BC,Oats,22.0,1860.0,68200.0,90800.0,36700.0,1503
1932,BC,"Peas, dry",46.0,1845.0,2400.0,3100.0,1300.0,110
1932,BC,"Rye, all",17.0,1250.0,2000.0,3900.0,1600.0,34
1932,BC,Tame hay,1.36,4930.0,375000.0,187800.0,76000.0,5093
1932,BC,"Wheat, all",22.0,1545.0,38300.0,61200.0,24800.0,845
1932,CA,Barley,11.0,1155.0,1758550.0,3757600.0,1521250.0,18855
1932,CA,"Beans, all dry (white and coloured)",20.0,1150.0,31050.0,66600.0,26950.0,629
1932,CA,Buckwheat,20.0,1230.0,183400.0,368400.0,149050.0,3585
1932,CA,Corn for grain,18.0,2415.0,128000.0,130000.0,53000.0,2276
1932,CA,Corn for silage,0.3,17580.0,2594000.0,365600.0,147550.0,7868
1932,CA,Flaxseed,24.0,370.0,69100.0,461500.0,186200.0,1682
1932,CA,Mixed grains,16.0,1665.0,796800.0,1184000.0,479100.0,13063
1932,CA,Oats,13.0,1135.0,6038050.0,13148400.0,5320750.0,75988
1932,CA,"Peas, dry",31.0,1200.0,41300.0,84800.0,34400.0,1288
1932,CA,"Rye, all",10.0,690.0,215000.0,773800.0,312600.0,2284
1932,CA,"Rye, fall remaining",11.0,705.0,177500.0,,,1918
1932,CA,"Rye, spring",10.0,625.0,37500.0,149800.0,60200.0,366
1932,CA,Sugar beets,0.68,25300.0,458700.0,44814.0,18100.0,3097
